"SkuId","Description","ServiceDisplayName","ResourceFamily","ResourceGroup","ServiceRegion","UsageUnitDescription","BaseUnitDescription","BaseUnitConversionFactor","StartUsageAmount","DisaplayQuantity","CurrencyCode","Unit","Nanos","GeoTaxonomy","PricePerHour"
"4D87-5A44-508E","Licensing Fee for Windows Server 2016 BYOL (RAM cost)","Compute Engine","License","Google","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"4D93-625B-9C8C","Licensing Fee for SQL Server 2014 Enterprise on VM with 76 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","30","324000000","GLOBAL",""
"4DF4-C36F-0B19","Licensing Fee for SQL Server 2016 Web on VM with 20 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","220000000","GLOBAL",""
"4E04-BFD5-7D24","Network Vpn Inter Region Egress from Virginia to Zurich","Compute Engine","Network","VPNInterregionEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","80000000",,""
"4E15-AC3F-84C7","Licensing Fee for SQL Server 2016 Web on VM with 26 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","286000000","GLOBAL",""
"4E57-A341-019F","Licensing Fee for SQL Server 2017 Web on VM with 96 or more VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","1","56000000","GLOBAL",""
"4E59-5D9C-632B","Licensing Fee for SQL Server 2016 Web on VM with 14 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","154000000","GLOBAL",""
"4F03-F277-0F4A","Licensing Fee for SQL Server 2016 Standard on VM with 52 VCPU","Compute Engine","License","SQLServer2016Standard","global","hour","second","3600","0","1","USD","8","554000000","GLOBAL",""
"4F3F-E791-0C24","Licensing Fee for SQL Server 2014 Standard on VM with 26 VCPU","Compute Engine","License","SQLServer2014Standard","global","hour","second","3600","0","1","USD","4","277000000","GLOBAL",""
"4F64-F1AF-DF25","Licensing Fee for SQL Server 2017 Web on VM with 16 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","176000000","GLOBAL",""
"4FA6-2A20-FDED","Network Vpn Inter Region Ingress from Singapore to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"4FD0-38A0-4D2F","Licensing Fee for SQL Server 2012 Enterprise on VM with 96 or more VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","38","304000000","GLOBAL",""
"506E-E4F0-07F7","Licensing Fee for Windows Server 2016 Nano on f1-micro","Compute Engine","License","Windows2016","global","hour","second","3600","0","1","USD","0","23000000","GLOBAL",""
"507D-658C-1307","Licensing Fee for SQL Server 2014 Standard on VM with 66 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","10","857000000","GLOBAL",""
"5089-9D3A-DAE8","Network Inter Region Egress from Virginia to Jakarta","Compute Engine","Network","InterregionEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","150000000",,""
"50F2-C842-7D52","Licensing Fee for Windows Server 2012R2 BYOL (CPU cost)","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL",""
"513B-9221-33DE","Licensing Fee for SQL Server 2012 Web on VM with 30 VCPU","Compute Engine","License","SQLServer2012Web","global","hour","second","3600","0","1","USD","0","330000000","GLOBAL",""
"51C3-F499-048D","Licensing Fee for SQL Server 2016 Web on VM with 10 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","110000000","GLOBAL",""
"51F8-5596-995C","Licensing Fee for SQL Server 2017 Enterprise on VM with 12 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","4","788000000","GLOBAL",""
"5282-DE0A-FA5D","Licensing Fee for SQL Server 2017 Web on VM with 90 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","990000000","GLOBAL",""
"529E-BE34-267F","Licensing Fee for SQL Server 2017 Enterprise on f1-micro","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","1","596000000","GLOBAL",""
"5329-5C8A-F453","Licensing Fee for SQL Server 2017 Enterprise on VM with 44 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","17","556000000","GLOBAL",""
"5464-99A3-B0F9","Licensing Fee for Windows Server 2019 Datacenter Edition (GPU cost)","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL",""
"54BB-C408-2219","Licensing Fee for SQL Server 2016 Enterprise on VM with 34 VCPU","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600","0","1","USD","13","566000000","GLOBAL",""
"54D4-6C7C-9867","Memory Optimized Upgrade Premium for Memory-optimized Instance Core running in Virginia","Compute Engine","Compute","CPU","us-east4","hour","second","3600","0","1","USD","0","5100186","REGIONAL",""
"5527-9D39-AC6C","Network Vpn Inter Region Ingress from Frankfurt to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"552D-5DFA-629A","Licensing Fee for SQL Server 2012 Standard on VM with 68 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","11","186000000","GLOBAL",""
"5571-8F21-9137","N2 Instance Core running in Virginia","Compute Engine","Compute","CPU","us-east4","hour","second","3600","0","1","USD","0","35605000","REGIONAL",""
"5588-4B0C-CEEF","Network Vpn Inter Region Ingress from Sydney to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"55C6-A4EF-C8CB","Network Inter Region Egress from Virginia to Frankfurt","Compute Engine","Network","InterregionEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","80000000",,""
"55CD-B842-ABA8","Nvidia Tesla A100 GPU running in Virginia","Compute Engine","Compute","GPU","us-east4","hour","second","3600","0","1","USD","3","101559926","REGIONAL",""
"5701-2065-4C2A","Licensing Fee for SQL Server 2014 Enterprise on VM with 50 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","19","950000000","GLOBAL",""
"5719-5C5A-9EAB","N2D AMD Custom Instance Ram running in Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","4358000","REGIONAL",""
"576D-E6BA-10C5","Licensing Fee for SQL Server 2016 Enterprise on VM with 28 VCPU","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600","0","1","USD","11","172000000","GLOBAL",""
"578C-4A35-AC38","Licensing Fee for SQL Server 2012 Standard on VM with 48 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","7","896000000","GLOBAL",""
"57AD-285A-5A64","Licensing Fee for SQL Server 2016 Standard on VM with 38 VCPU","Compute Engine","License","SQLServer2016Standard","global","hour","second","3600","0","1","USD","6","251000000","GLOBAL",""
"57B5-75CB-BFB2","Licensing Fee for SQL Server 2016 Enterprise on VM with 84 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","33","516000000","GLOBAL",""
"57C4-01FD-531C","Licensing Fee for SQL Server 2017 Enterprise on VM with 62 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","24","738000000","GLOBAL",""
"57FD-36B0-789A","Licensing Fee for SQL Server 2014 Standard on VM with 82 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","13","489000000","GLOBAL",""
"5826-52E1-E778","Network Inter Region Ingress from Salt Lake City to Virginia","Compute Engine","Network","InterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"5843-1EA7-7AD5","Licensing Fee for SQL Server 2014 Web on VM with 42 VCPU","Compute Engine","License","SQLServer2014Web","global","hour","second","3600","0","1","USD","0","462000000","GLOBAL",""
"584E-0B44-5EC2","Licensing Fee for SQL Server 2014 Enterprise on VM with 6 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","2","394000000","GLOBAL",""
"58A8-EBD1-F34B","Licensing Fee for SQL Server 2012 Standard on VM with 18 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","2","961000000","GLOBAL",""
"58DB-6396-D421","Licensing Fee for SQL Server 2016 Enterprise on VM with 38 VCPU","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600","0","1","USD","15","162000000","GLOBAL",""
"5909-37B2-45F2","Reserved A2 Core in Virginia","Compute Engine","Compute","CPU","us-east4","hour","second","3600","0","1","USD","0","0","REGIONAL",""
"5979-BFFE-FD19","Licensing Fee for SQL Server 2012 Web on VM with 10 VCPU","Compute Engine","License","SQLServer2012Web","global","hour","second","3600","0","1","USD","0","110000000","GLOBAL",""
"5994-A6D5-44A9","Network Inter Region Ingress from Melbourne to Virginia","Compute Engine","Network","InterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"59A0-5675-30BA","Network Inter Region Ingress from Zurich to Virginia","Compute Engine","Network","InterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"59F0-A3D9-730F","Licensing Fee for SQL Server 2016 Enterprise on VM with 86 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","34","314000000","GLOBAL",""
"5A40-9F05-4385","Network Inter Region Ingress from Hong Kong to Virginia","Compute Engine","Network","InterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"5ABD-DB6B-59B9","Licensing Fee for SQL Server 2016 Enterprise on VM with 1 to 4 VCPU","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600","0","1","USD","1","596000000","GLOBAL",""
"5AED-CD89-7494","Licensing Fee for SQL Server 2014 Standard on VM with 1 to 4 VCPU","Compute Engine","License","SQLServer2014Standard","global","hour","second","3600","0","1","USD","0","658000000","GLOBAL",""
"5B11-C3DF-56CB","Custom Instance Core running in Virginia","Compute Engine","Compute","CPU","us-east4","hour","second","3600","0","1","USD","0","37364000","REGIONAL",""
"5B17-36AD-1C3C","Licensing Fee for SQL Server 2014 Web on VM with 94 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","1","34000000","GLOBAL",""
"5B33-AB20-C41C","Licensing Fee for Click to Deploy Microsoft Windows Active Directory on f1-micro","Compute Engine","License","WindowsActiveDirectory","global","hour","second","3600","0","1","USD","0","0","GLOBAL",""
"5B5D-C8BB-E337","Licensing Fee for SQL Server 2017 Enterprise on VM with 32 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","12","768000000","GLOBAL",""
"5BFE-A5DF-F7FF","Licensing Fee for SQL Server 2012 Web on VM with 84 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","924000000","GLOBAL",""
"5C61-B65A-4357","Memory-optimized Sole Tenancy Instance Core running in Virginia","Compute Engine","Compute","CPU","us-east4","hour","second","3600","0","1","USD","0","39232000","REGIONAL",""
"5C96-BCFE-C5BA","Licensing Fee for SQL Server 2016 Enterprise on VM with 22 VCPU","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600","0","1","USD","8","778000000","GLOBAL",""
"5C98-A413-10C6","Network Inter Region Ingress from Delhi to Virginia","Compute Engine","Network","InterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"5CF9-5EAE-945C","Licensing Fee for SQL Server 2012 Enterprise on VM with 44 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","17","556000000","GLOBAL",""
"5D74-C53D-7311","Licensing Fee for SQL Server 2016 Standard on VM with 20 VCPU","Compute Engine","License","SQLServer2016Standard","global","hour","second","3600","0","1","USD","3","290000000","GLOBAL",""
"5D84-7DF9-6ECE","Sole Tenancy Premium for N2 Sole Tenancy Instance RAM running in Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","477100","REGIONAL",""
"5DC5-5F71-D96D","Licensing Fee for SQL Server 2016 Enterprise on VM with 90 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","35","910000000","GLOBAL",""
"5DF7-D5AF-84DE","Licensing Fee for SQL Server 2017 Express (RAM cost)","Compute Engine","License","Google","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"5E08-57CA-176A","Licensing Fee for SQL Server 2016 Standard on VM with 74 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","12","173000000","GLOBAL",""
"5E15-4DA0-0068","Licensing Fee for SQL Server 2012 Web on VM with 58 VCPU","Compute Engine","License","SQLServer2012Web","global","hour","second","3600","0","1","USD","0","638000000","GLOBAL",""
"5E1E-D729-15ED","Internal HTTP(S) Load Balancing: Proxy Instance Charge in Virginia","Compute Engine","Network","L7InternalLoadBalancing","us-east4","hour","second","3600","0","1","USD","0","25000000","REGIONAL",""
"5E2B-E405-1994","Licensing Fee for SQL Server 2016 Standard (RAM cost)","Compute Engine","License","SQLServer2016Standard","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"5EDD-F832-A327","Network Vpn Internet Ingress from India to Virginia","Compute Engine","Network","VPNInternetIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"5EF9-7776-45FD","A2 Instance Core running in Virginia","Compute Engine","Compute","CPU","us-east4","hour","second","3600","0","1","USD","0","35605000","REGIONAL",""
"5FC5-D628-6C86","Licensing Fee for SQL Server 2016 Enterprise on VM with 64 VCPU","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600",,"1",,,,"GLOBAL",""
"5FE2-28D5-DD9F","Licensing Fee for SQL Server 2012 Enterprise on VM with 14 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","5","586000000","GLOBAL",""
"5FEA-89BE-F285","Network Internet Standard Tier Ingress to Northern Virginia","Compute Engine","Network","StandardInternetIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"6029-CFBA-D4BC","Licensing Fee for SQL Server 2014 Standard (RAM cost)","Compute Engine","License","SQLServer2014Standard","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"6037-8E9D-7F92","Licensing Fee for SQL Server 2014 Standard on VM with 86 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","14","147000000","GLOBAL",""
"605C-4FFC-7FC5","Licensing Fee for SQL Server 2017 Web on VM with 92 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","1","12000000","GLOBAL",""
"6069-3D6F-B515","Licensing Fee for SQL Server 2017 Express on g1-small","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL",""
"60CF-B645-785D","Licensing Fee for SQL Server 2016 Enterprise on f1-micro","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600","0","1","USD","1","596000000","GLOBAL",""
"60D7-9431-1D10","Licensing Fee for SQL Server 2014 Enterprise on VM with 12 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","4","788000000","GLOBAL",""
"6156-AD93-A29D","Licensing Fee for SQL Server 2017 Web on VM with 60 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","660000000","GLOBAL",""
"6171-0C9E-F418","Licensing Fee for SQL Server 2012 Standard on VM with 8 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","1","316000000","GLOBAL",""
"61CB-48EF-0DA3","Licensing Fee for SQL Server 2017 Standard on VM with 62 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","10","199000000","GLOBAL",""
"6232-B28B-9025","Licensing Fee for SQL Server 2017 Web on VM with 52 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","572000000","GLOBAL",""
"6268-AFAB-DB8D","Network Load Balancing: Data Processing Charge in Virginia","Compute Engine","Network","LoadBalancing","us-east4","gibibyte","byte","1073741824","0","1","USD","0","9000000","REGIONAL",""
"627C-D4E7-251E","Network Vpn Inter Region Egress from Virginia to Sydney","Compute Engine","Network","VPNInterregionEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","150000000",,""
"62EF-4763-54F7","Licensing Fee for SQL Server 2014 Standard on VM with 40 VCPU","Compute Engine","License","SQLServer2014Standard","global","hour","second","3600","0","1","USD","6","580000000","GLOBAL",""
"6313-4A63-A2E5","Licensing Fee for SQL Server 2017 Standard on VM with 72 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","11","844000000","GLOBAL",""
"633E-C1E6-2E12","Sole Tenancy Overcommit Premium for Sole Tenancy Instance RAM running in Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","1192750","REGIONAL",""
"6373-E7BF-32CF","Licensing Fee for SQL Server 2014 Standard on VM with 70 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","11","515000000","GLOBAL",""
"6386-85EF-7105","Licensing Fee for SQL Server 2017 Enterprise on VM with 6 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","2","394000000","GLOBAL",""
"63DD-4898-88E5","Sole Tenancy Overcommit Premium for Sole Tenancy Instance Core running in Virginia","Compute Engine","Compute","CPU","us-east4","hour","second","3600","0","1","USD","0","8901250","REGIONAL",""
"6407-0D12-9F3E","Licensing Fee for SQL Server 2012 Web on VM with 50 VCPU","Compute Engine","License","SQLServer2012Web","global","hour","second","3600","0","1","USD","0","550000000","GLOBAL",""
"6435-2C97-95D2","Network Internet Standard Tier Egress from Northern Virginia","Compute Engine","Network","StandardInternetEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","85000000",,""
"64B3-1767-B7A8","Licensing Fee for Windows Server 2012 Datacenter Edition (RAM cost)","Compute Engine","License","WindowsServer2012","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"6518-EB9A-625A","Licensing Fee for SQL Server 2012 Standard on VM with 30 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","4","935000000","GLOBAL",""
"651A-6F28-2941","Licensing Fee for SQL Server 2014 Standard on VM with 84 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","13","818000000","GLOBAL",""
"652C-CBE4-F6ED","Licensing Fee for SQL Server 2014 Enterprise on VM with 60 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","23","940000000","GLOBAL",""
"6553-619D-4C26","Licensing Fee for SQL Server 2014 Web on VM with 50 VCPU","Compute Engine","License","SQLServer2014Web","global","hour","second","3600","0","1","USD","0","550000000","GLOBAL",""
"6562-11EB-20B3","Licensing Fee for SQL Server 2016 Standard on VM with 24 VCPU","Compute Engine","License","SQLServer2016Standard","global","hour","second","3600","0","1","USD","3","948000000","GLOBAL",""
"65DE-B0E4-A128","Licensing Fee for SQL Server 2014 Enterprise on VM with 58 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","23","142000000","GLOBAL",""
"6665-2904-3144","Network Vpn Internet Ingress from Africa to Virginia","Compute Engine","Network","VPNInternetIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"66EA-8B61-20A5","Licensing Fee for SQL Server 2014 Web on f1-micro","Compute Engine","License","SQLServer2014Web","global","hour","second","3600","0","1","USD","0","44000000","GLOBAL",""
"6743-175D-24E3","Network Vpn Internet Ingress from Australia to Virginia","Compute Engine","Network","VPNInternetIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"6796-7B61-E857","Licensing Fee for SQL Server 2017 Enterprise on VM with 26 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","10","374000000","GLOBAL",""
"67EC-CD7C-40B3","Licensing Fee for SQL Server 2014 Enterprise on VM with 74 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","29","526000000","GLOBAL",""
"6862-785E-B71E","Licensing Fee for SQL Server 2012 Enterprise on VM with 22 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","8","778000000","GLOBAL",""
"6895-7209-5484","Licensing Fee for SQL Server 2017 Enterprise on VM with 22 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","8","778000000","GLOBAL",""
"689B-989E-D508","Licensing Fee for SQL Server 2016 Standard on VM with 72 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","11","844000000","GLOBAL",""
"68D4-1DA4-5D3C","Licensing Fee for SQL Server 2017 Standard on VM with 42 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","6","909000000","GLOBAL",""
"697C-1811-3555","Licensing Fee for SQL Server 2012 Standard on VM with 50 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","8","225000000","GLOBAL",""
"69EE-BE68-4112","Licensing Fee for SQL Server 2017 Enterprise on VM with 64 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","25","536000000","GLOBAL",""
"6A41-7BDA-0DCB","Licensing Fee for SQL Server 2016 Express (RAM cost)","Compute Engine","License","SQLServer2016Express","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"6A57-0D6F-5267","Licensing Fee for SQL Server 2012 Standard on VM with 26 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","4","277000000","GLOBAL",""
"6A88-A582-F8A6","Licensing Fee for SQL Server 2016 Standard on VM with 50 VCPU","Compute Engine","License","SQLServer2016Standard","global","hour","second","3600","0","1","USD","8","225000000","GLOBAL",""
"6AC5-24A9-A783","Licensing Fee for SQL Server 2012 Enterprise on VM with 84 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","33","516000000","GLOBAL",""
"6AE7-6CBB-DE7E","Licensing Fee for Windows Server version 1809 Datacenter Edition (CPU cost)","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","46000000","GLOBAL",""
"6B98-7609-6EB1","Licensing Fee for SQL Server 2016 Web on VM with 82 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","902000000","GLOBAL",""
"6C09-0B88-43EA","Licensing Fee for SQL Server 2016 Web on VM with 48 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","528000000","GLOBAL",""
"6C36-4D5E-97C1","Licensing Fee for SQL Server 2012 Enterprise on VM with 6 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","2","394000000","GLOBAL",""
"6C9F-510F-A194","N2D AMD Sole Tenancy Instance RAM running in Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","4151000","REGIONAL",""
"6D04-76C7-EECE","Network Internet Ingress from Americas to Virginia","Compute Engine","Network","PremiumInternetIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"6D24-3682-D284","E2 Instance Ram running in Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","3291990","REGIONAL",""
"6D24-6D46-107B","Licensing Fee for SQL Server 2017 Web (RAM cost)","Compute Engine","License","Google","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"6D70-2607-C5DC","Licensing Fee for SQL Server 2014 Enterprise on VM with 52 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","20","748000000","GLOBAL",""
"6D73-48F0-F0B8","Network Internet Egress from Virginia to Eastern Europe","Compute Engine","Network","PremiumInternetEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","120000000",,""
"6DF4-31FE-96B3","Network Vpn Inter Region Ingress from Hong Kong to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,""
"6DFD-E635-B15E","Licensing Fee for SQL Server 2014 Enterprise on f1-micro","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","1","596000000","GLOBAL",""
"6E26-E88D-D2BE","Licensing Fee for Windows Server 2016 Datacenter Edition (RAM cost)","Compute Engine","License","Windows2016","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL",""
"6E2A-DCD9-87ED","N1 Predefined Instance Ram running in Virginia","Compute Engine","Compute","N1Standard","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","4771000","REGIONAL",""
"6E4C-59D1-830D","Licensing Fee for Windows Server 1709 Datacenter Edition (CPU cost)","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","40000000","GLOBAL",""
"6E51-7E23-7711","Licensing Fee for SQL Server 2017 Standard on VM with 78 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","12","831000000","GLOBAL",""
"6E7F-9CA2-D8BD","Licensing Fee for Windows Server 2003 on f1-micro","Compute Engine","License","Windows2003","global","hour","second","3600","0","1","USD","0","20000000","GLOBAL",""
"6E95-5730-D152","Licensing Fee for SQL Server 2012 Standard on g1-small","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","0","658000000","GLOBAL",""
"6F12-3586-8B7E","Licensing Fee for SQL Server 2017 Enterprise on VM with 8 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","3","192000000","GLOBAL",""
"6F37-F91E-EDB1","Licensing Fee for SQL Server 2012 Web on VM with 62 VCPU","Compute Engine","License","SQLServer2012Web","global","hour","second","3600","0","1","USD","0","682000000","GLOBAL",""
"6F3F-3382-33BB","Licensing Fee for SQL Server 2014 Enterprise on VM with 42 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","16","758000000","GLOBAL",""
"6F64-2A2A-524E","Licensing Fee for SQL Server 2016 Web on VM with 90 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","990000000","GLOBAL",""
"6F8D-4525-C564","Licensing Fee for SQL Server 2017 Enterprise on VM with 10 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","3","990000000","GLOBAL",""
"6FAF-6D16-874C","Licensing Fee for Windows Server version 1809 Datacenter Edition on f1-micro","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","23000000","GLOBAL",""
"6FC5-C410-986C","Licensing Fee for SQL Server 2012 Web on VM with 70 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","770000000","GLOBAL",""
"7058-0E48-CFD3","Licensing Fee for SQL Server 2014 Standard (GPU cost)","Compute Engine","License","SQLServer2014Standard","global","hour","second","3600","0","1","USD","0","0","GLOBAL",""
"708E-640A-59CA","Licensing Fee for SQL Server 2014 Web on VM with 84 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","924000000","GLOBAL",""
"70D1-ECA4-ED4F","Licensing Fee for SQL Server 2012 Enterprise on VM with 60 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","23","940000000","GLOBAL",""
"71BB-246C-1EBF","Licensing Fee for SQL Server 2014 Enterprise on VM with 10 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","3","990000000","GLOBAL",""
"71C7-708A-06E6","Licensing Fee for SQL Server 2012 Standard on VM with 74 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","12","173000000","GLOBAL",""
"71DC-3193-02D9","NAT Gateway: Data processing charge in Northern Virginia","Compute Engine","Network","NAT","us-east4","gibibyte","byte","1073741824","0","1","USD","0","45000000","REGIONAL",""
"722E-7B04-64EE","Licensing Fee for SQL Server 2016 Web on VM with 50 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","550000000","GLOBAL",""
